chromosome	wind.start	wind.end	mean_TD	count_TD	mean_ND	count_ND	mean_FST	count_FST	
PvP01_01	220901	221100	0.700758857030278	7	0.220946141507895	7	0.340845137107271	8	
PvP01_01	225701	225900	0.549680687671131	7	0.278624739843732	7	0.393135177408516	8	
PvP01_01	227001	227200	0.669419375634875	7	0.22124056063856	7	0.460585989680737	8	
PvP01_01	242801	243000	0.779956029783138	6	0.51102647216031	7	0.407535125201253	8	
PvP01_01	242901	243100	0.788769773149944	6	0.40463295708318	7	0.44066586279585	8	
PvP01_01	245601	245800	0.820235567592944	8	0.534231221773957	8	0.359893303818439	8	
PvP01_01	263201	263400	0.482365398454162	8	0.392114122132688	8	0.329806025371523	8	
PvP01_01	273101	273300	1.07510793036457	7	0.488044679161173	7	0.343215131910704	8	
PvP01_01	273201	273400	1.05162388608099	7	0.359056400249254	7	0.317976223632702	8	
PvP01_01	289301	289500	0.640894267884065	8	0.52994859494253	8	0.315936817723716	8	
PvP01_01	289401	289600	0.753655382926884	7	0.569187593978431	8	0.307628315645691	8	
PvP01_01	326701	326900	0.542242149805304	8	0.450215735205546	8	0.495219143807098	8	
PvP01_01	381001	381200	0.693719816809212	7	0.580295121458354	7	0.374245178865563	8	
PvP01_01	384301	384500	0.864816984728687	7	0.297361741639842	7	0.227863032182371	8	
PvP01_01	385801	386000	1.02603331070297	8	0.501374971001264	8	0.318457489225526	8	
PvP01_01	388001	388200	0.572289036134278	8	1.14156409880815	8	0.447323656416141	8	
PvP01_01	395301	395500	0.903627295447919	8	0.7280814577178	8	0.697496556437952	8	
PvP01_01	420801	421000	1.01370011146995	7	0.549309260128507	7	0.104077902266521	8	
PvP01_01	428901	429100	0.772233222520829	8	0.363096942306524	8	0.208771909116752	8	
PvP01_01	458501	458700	1.06871050159049	8	0.511549179151515	8	0.196071239105268	8	
PvP01_01	612101	612300	0.479994880134855	8	0.6511787742093	8	0.342106378666243	8	
PvP01_01	618701	618900	0.935412606106328	7	0.243467446044579	7	0.268057761913487	8	
PvP01_01	634101	634300	1.22552924137602	5	0.417073180417745	7	0.39178673170713	8	
PvP01_01	634201	634400	0.943957933266163	7	0.280761704161286	7	0.312526962250664	8	
PvP01_01	654301	654500	0.553753195430814	8	0.247764396566955	8	0.584755685354775	8	
PvP01_01	664801	665000	1.05193590769011	7	0.386478974716087	8	0.439134692019404	8	
PvP01_01	685701	685900	0.731622334760546	7	0.255430985948129	7	0.201233976594926	8	
PvP01_01	706201	706400	0.758930523451754	7	0.255757811700602	7	0.556636463946503	8	
PvP01_01	713301	713500	0.955644083410525	8	0.350470002772204	8	0.319256107897949	8	
PvP01_01	725301	725500	0.760702983322965	7	0.375054145644629	7	0.373481896626442	8	
PvP01_01	725901	726100	1.06890866934208	8	0.37209449296693	8	0.32146386209023	8	
PvP01_01	726001	726200	1.09745146146118	7	0.298646137636097	7	0.242048268763735	8	
PvP01_01	746501	746700	0.879108357381684	6	0.419236310697914	7	0.635207975126539	8	
PvP01_01	746601	746800	0.721587826896457	6	0.266925826519694	7	0.541396699301248	8	
PvP01_01	765401	765600	0.646319353634273	7	0.332504916477577	7	0.14921548900877	8	
PvP01_01	819501	819700	1.03606416954482	6	0.463934041904654	7	0.180543516994797	8	
PvP01_01	819601	819800	1.12050651724124	6	0.557774789300438	7	0.0294446090408538	8	
PvP01_01	834901	835100	0.833456854123787	7	0.191305285355765	7	0.485116984435308	8	
PvP01_01	874901	875100	0.732176503195814	7	0.160129611963787	7	0.489976028277823	8	
PvP01_01	883501	883700	0.681863933882667	7	0.460697044658661	7	0.364521479760336	8	
PvP01_01	883701	883900	1.08354617374203	8	0.683933691615401	8	0.27893671556675	8	
PvP01_01	883801	884000	1.08973310529422	8	0.471332425054423	8	0.28685282984619	8	
PvP01_01	887001	887200	0.881244744175798	7	0.182089127181103	7	0.0975506850493889	8	
PvP01_01	903301	903500	0.833298988450644	8	0.532083424002916	8	0.151720383881885	8	
PvP01_01	913301	913500	0.752206461752957	8	0.490280329912441	8	0.247164380272388	8	
PvP01_01	913401	913600	0.600254554618444	8	0.517023155975997	8	0.240303406617529	8	
PvP01_01	917701	917900	1.18631846111124	7	0.389227067281674	7	0.245603452568423	8	
PvP01_01	917801	918000	1.20614022568152	7	0.385067962623477	7	0.247300544489974	8	
PvP01_01	920201	920400	1.88557984166174	4	3.78788976908829	8	0.253527114266605	8	
PvP01_01	924301	924500	0.650705326539974	7	0.401098396893601	7	0.078489342235846	7	
PvP01_01	924401	924600	0.707092253158008	7	0.342009369275686	7	0.082949669815911	7	
PvP01_01	924901	925100	0.814462736316564	7	0.511125899076927	7	0.270962425967279	8	
PvP01_01	939701	939900	0.786800225406479	7	2.23457047576604	7	0.125328185272715	7	
PvP01_01	939801	940000	0.692864103846637	7	2.50092359048592	7	0.131181805709645	7	
PvP01_02	36101	36300	1.62809384278022	4	2.98987891932435	7	-0.211769374257165	6	
PvP01_02	36201	36400	1.51738304257099	4	2.36497603890769	7	0.189758473209027	8	
PvP01_02	36301	36500	1.89266018153754	3	3.24544107086736	7	0.273143295379596	8	
PvP01_02	36401	36600	1.61408449091195	5	3.88029614659019	8	0.239508425486082	8	
PvP01_02	36501	36700	1.88025912512853	3	5.05775674959482	8	0.151045515866338	8	
PvP01_02	40101	40300	2.11940765058069	3	5.44205334047483	7	0.295803243745205	8	
PvP01_02	40501	40700	1.28012284574894	6	2.60154345960027	8	0.298543942292302	8	
PvP01_02	48501	48700	1.14889723543434	8	1.02754394713932	8	0.124944680293154	8	
PvP01_02	53301	53500	0.980405798380277	8	0.390938157311292	8	0.242279892239493	8	
PvP01_02	58601	58800	0.770179748690597	7	0.747407850389944	7	0.0809146803863862	8	
PvP01_02	62101	62300	0.910729219423968	7	0.281091779013362	7	0.156791937151328	8	
PvP01_02	62201	62400	0.942063338685388	8	0.561240838907557	8	0.250309456834073	8	
PvP01_02	80401	80600	0.666306696034593	8	0.888463144549856	8	0.236606309867851	8	
PvP01_02	80601	80800	0.728620757298226	8	0.4807660969578	8	0.132637455168293	8	
PvP01_02	92401	92600	1.05907145845541	7	0.491686149591686	7	0.117645504951879	8	
PvP01_02	111501	111700	0.541918633949439	8	0.413208839058075	8	0.377519810068967	8	
PvP01_02	126701	126900	0.955051615721332	8	0.547730912100727	8	0.433466304236068	8	
PvP01_02	126801	127000	0.867608057637597	8	0.512762896490409	8	0.505991162493929	8	
PvP01_02	149701	149900	0.917393000864707	8	0.491541930032421	8	0.194523096062443	8	
PvP01_02	161401	161600	0.761172227174476	6	0.446219416538879	7	0.513480080312649	8	
PvP01_02	174801	175000	0.745828559371733	8	0.376618274270021	8	0.292995923610225	8	
PvP01_02	174901	175100	0.736520741546539	8	0.449521699411264	8	0.27050565171369	8	
PvP01_02	180501	180700	0.990784885596118	7	0.441201314823637	8	0.195448887922556	8	
PvP01_02	216201	216400	1.05416950469831	8	0.441479775314122	8	0.274858893002481	8	
PvP01_02	218501	218700	1.22191387876972	8	0.378777515217475	8	0.241922252677825	8	
PvP01_02	252001	252200	0.64070930868273	8	0.392782273439114	8	0.353024945805968	8	
PvP01_02	252101	252300	0.647154119964989	8	0.418526321058161	8	0.338860816935021	8	
PvP01_02	285501	285700	0.593785273667531	8	0.379318179554302	8	0.431391484186697	8	
PvP01_02	285601	285800	0.427729085116519	8	0.619560760020334	8	0.437908025271616	8	
PvP01_02	322901	323100	0.935643447981544	8	0.369100165672024	8	0.260461083247413	8	
PvP01_02	353601	353800	0.892094789307904	7	0.253857334578376	7	0.297916779904336	8	
PvP01_02	358801	359000	0.920431381537736	7	0.676616479687037	8	0.28682605614854	8	
PvP01_02	366001	366200	1.05557518448938	7	0.751622095386744	8	0.22159465222769	8	
PvP01_02	366101	366300	1.00029162588329	8	0.530125516881541	8	0.103369324081108	8	
PvP01_02	368901	369100	0.660170852453117	7	0.182701270800866	7	0.0951098130171769	8	
PvP01_02	372501	372700	0.569802420501874	7	0.32194996728013	7	0.542307799949696	8	
PvP01_02	425201	425400	0.485806994506883	7	0.531769031226104	7	0.465996899776023	8	
PvP01_02	432401	432600	0.699938375657755	8	0.394741619532209	8	0.527518132160549	8	
PvP01_02	432501	432700	0.638331002629192	8	0.736784091330221	8	0.421144369835601	8	
PvP01_02	433101	433300	0.607055013425956	8	0.293148268072498	8	0.50626189416893	8	
PvP01_02	440701	440900	0.844017728560521	7	0.377102907624074	7	0.516883459354459	8	
PvP01_02	440801	441000	0.917692040493758	7	0.380686261872194	7	0.428355794875905	8	
PvP01_02	440901	441100	0.879993942142127	8	0.474556611266747	8	0.388776481059712	8	
PvP01_02	441001	441200	1.01515979731345	8	0.431144481008948	8	0.402186750009304	8	
PvP01_02	469801	470000	1.24277212967964	6	0.723866789747138	8	0.278817748002082	8	
PvP01_02	473101	473300	0.937910576453005	7	0.33637534142783	7	0.499248491153368	8	
PvP01_02	473201	473400	1.00121232886902	7	0.308197375326135	7	0.519255267712289	8	
PvP01_02	480001	480200	0.908607616220671	7	0.512318652589845	7	0.222982437573705	8	
PvP01_02	513501	513700	1.02649568256483	7	0.330238566322315	7	0.284089663639993	8	
PvP01_02	513601	513800	1.05992684949496	8	0.757993142841043	8	0.245475624837576	8	
PvP01_02	513701	513900	0.796537168040443	8	0.465633364397516	8	0.203774198227441	8	
PvP01_02	518101	518300	1.19997305775923	7	0.728540801624254	7	0.615427197326455	8	
PvP01_02	541201	541400	0.904488869062782	7	0.399333313229755	7	0.203376237091116	8	
PvP01_02	554801	555000	0.831678570754142	8	0.462833683688161	8	0.319557530393288	8	
PvP01_02	554901	555100	0.858011612835504	8	0.334878717672716	8	0.375506114888625	8	
PvP01_02	556101	556300	0.748684524915047	8	0.32231966644346	8	0.120588831363389	8	
PvP01_02	556201	556400	0.748684524915047	8	0.32231966644346	8	0.120588831363389	8	
PvP01_02	557001	557200	0.668744762116093	8	0.45057107816931	8	0.321196290779919	8	
PvP01_02	574901	575100	1.03711862177179	6	0.417615441948009	7	0.218973579752231	8	
PvP01_02	584001	584200	0.877654634851966	7	0.212614134258413	7	0.414143976328479	8	
PvP01_02	586501	586700	0.489699651645145	7	0.160361847231665	7	0.022164211435523	6	
PvP01_02	588401	588600	0.472400869179045	8	0.246470313633702	8	0.0189020393276818	6	
PvP01_02	629701	629900	0.848056589427027	7	0.348618251842214	7	0.618200621206173	8	
PvP01_02	629801	630000	0.670880704341006	7	0.38311046297349	7	0.60601017548227	8	
PvP01_02	635001	635200	0.925481205220254	8	0.343926170867089	8	0.103073872159784	8	
PvP01_02	635501	635700	0.643245141419767	7	0.273941348710268	7	0.352988314652521	8	
PvP01_02	660401	660600	1.2845137028754	8	0.877512156701076	8	0.421956571896238	8	
PvP01_02	660501	660700	0.796098824318939	8	0.843634811681381	8	0.47742499964134	8	
PvP01_02	660601	660800	0.804452884452831	7	0.313538406726741	7	0.523501027663452	8	
PvP01_02	660801	661000	1.04432171521527	7	0.51135377241839	7	0.179846246694833	8	
PvP01_02	660901	661100	0.956712564473694	7	0.755329343416019	7	0.150340565470529	8	
PvP01_02	665101	665300	0.795400300318241	7	0.271419182820155	7	0.0842588449918533	7	
PvP01_02	686301	686500	0.671420732722405	7	0.414251992364259	7	0.169758056693653	8	
PvP01_02	697201	697400	0.984098700263958	8	0.304429732552781	8	0.478603368384618	8	
PvP01_02	703401	703600	0.551754656590431	7	0.471454006258445	7	0.133198455547605	8	
PvP01_02	703501	703700	0.680497152509104	7	0.345093297187018	7	0.2476357197719	8	
PvP01_02	707601	707800	0.67345422826197	7	0.403877200902406	7	0.280079428294864	8	
PvP01_02	711401	711600	0.422461812196966	8	0.551914094766111	8	0.440571820217086	8	
PvP01_02	711501	711700	0.413433808117277	8	0.54165088637541	8	0.442084137275294	8	
PvP01_02	734601	734800	0.672684393891914	7	0.292097599662736	7	0.271989049367227	8	
PvP01_02	734701	734900	0.612943231081839	7	0.208876273497861	7	0.0436419411105553	8	
PvP01_02	736401	736600	1.27634112993231	6	0.644373263289789	7	0.211946428089163	8	
PvP01_02	738901	739100	0.764015360495621	7	0.610529817334655	8	0.221680375942181	8	
PvP01_02	739001	739200	0.655167257405903	7	0.598612551935268	8	0.209491292782504	8	
PvP01_02	740401	740600	0.838973927495384	7	0.681510013523058	7	0.394631234568682	8	
PvP01_02	740501	740700	0.800588658011923	7	0.358454094467057	7	0.40626915442208	8	
PvP01_02	742001	742200	0.716068424021275	7	0.156175025384904	7	0.0422870866625484	7	
PvP01_02	744501	744700	0.536179155496487	8	0.664591129809551	8	0.222177223323185	8	
PvP01_02	746501	746700	0.746395190367845	8	0.589883578869585	8	0.288131721351567	8	
PvP01_02	750701	750900	1.68530065880522	5	5.53381150286329	8	0.179331464466817	8	
PvP01_02	750801	751000	1.20281702746865	7	5.59047672609433	8	0.13144200769836	8	
PvP01_02	750901	751100	1.27195584826608	7	4.6054926559265	8	0.158925713855196	8	
PvP01_02	751001	751200	1.03105004986609	7	1.81742568520386	8	0.247693983920456	8	
PvP01_02	751101	751300	1.4450255400839	5	1.6548402604155	7	0.247840237250046	8	
PvP01_02	751201	751400	2.214960254157	2	3.0487702693039	7	0.254135346243105	8	
PvP01_02	751301	751500	1.49714472844735	6	3.69604418167405	8	0.286456770937699	8	
PvP01_02	751401	751600	0.812300520190447	8	2.07668593447898	8	0.277822482353531	8	
PvP01_02	762001	762200	0.781846762389242	7	5.29668133112633	7	0.124218693356175	7	
PvP01_02	762101	762300	1.20979517897613	6	6.06235010684127	7	-0.351988614213373	7	
PvP01_02	772201	772400	1.71498601176015	4	3.93912887102792	7	-0.180852791465215	2	
PvP01_02	772301	772500	1.41761973221968	5	2.27737920534101	7	-0.263972054081109	6	
PvP01_02	772401	772600	1.18189552489146	5	1.68902269259662	7	0.214599697658149	7	
PvP01_02	790401	790600	1.93215355892726	3	3.73313408408346	7	0.152187206380401	7	
PvP01_02	796701	796900	1.00978618404703	6	3.56846403873396	7	-0.062337248679774	7	
PvP01_03	3801	4000	1.47808676933988	4	3.91168845276087	7	-0.360357560246579	2	
PvP01_03	5801	6000	1.72766816249233	5	0.957761752953843	7	-0.0781703678984163	0	
PvP01_03	5901	6100	1.69718260455956	5	1.3344632360003	7	-0.0285758728767521	2	
PvP01_03	6101	6300	1.37607931448299	5	2.10240404547673	7	0.119839725195661	6	
PvP01_03	6201	6400	1.89820719077724	4	4.84325805578456	7	-0.767845513857608	4	
PvP01_03	6301	6500	2.14523508623916	2	6.09368097606565	7	-1.00814829270112	3	
PvP01_03	6401	6600	1.60765299835358	6	2.06068275308769	7	-18.8523438506235	3	
PvP01_03	10801	11000	1.68302301770736	4	2.6698328248506	7	0.0197367862101265	3	
PvP01_03	12401	12600	0.869237425459696	8	1.90614874833173	8	0.191441536389576	8	
PvP01_03	12501	12700	1.03749526757886	8	2.24644290528933	8	0.153006096262188	8	
PvP01_03	12601	12800	1.30285413057005	8	1.61030057420644	8	0.256559273133127	8	
PvP01_03	13201	13400	0.863555489776811	7	0.799259115578273	7	0.0350379751281483	7	
PvP01_03	13301	13500	1.03394258928683	7	1.14930611189433	8	0.37641272446843	8	
PvP01_03	14601	14800	1.44776066431237	4	2.13877087870853	7	0.188335047172073	8	
PvP01_03	40401	40600	1.53561592683162	6	0.787178072048171	7	0.14578090995812	8	
PvP01_03	42301	42500	1.0219208285985	6	0.865066486804248	7	0.256780679188127	8	
PvP01_03	46601	46800	0.813512090313796	8	0.34370945127988	8	0.326020159926463	8	
PvP01_03	46701	46900	1.59442277400183	5	1.58492754462937	8	0.358258649844301	8	
PvP01_03	47301	47500	1.41098605631532	7	1.74119954106938	8	0.358735819293496	8	
PvP01_03	47401	47600	1.48717719536671	7	2.01854509662863	8	0.365366975275293	8	
PvP01_03	47501	47700	1.3484241732917	7	3.46284953040344	8	0.284338020376377	8	
PvP01_03	48201	48400	1.63237719104272	6	4.03628556158747	8	0.274404636128527	8	
PvP01_03	50201	50400	0.715178672848978	7	0.418453158813074	7	0.30235563296058	8	
PvP01_03	50501	50700	0.648765822829274	7	0.283628089843926	7	0.173607118330952	8	
PvP01_03	53501	53700	1.08102926188167	7	0.38174092336691	7	0.195480251092656	8	
PvP01_03	58701	58900	2.49373900881857	2	5.45497755350144	7	0.0805510927090918	7	
PvP01_03	60001	60200	0.785068342668129	7	0.526067183268193	7	0.161182769714704	7	
PvP01_03	60101	60300	1.90664367038836	3	2.14630080590603	7	0.220515947327034	7	
PvP01_03	82201	82400	1.72215849987759	4	5.47959725010106	8	0.185998113187113	8	
PvP01_03	82901	83100	1.53246354968348	5	3.91566992433692	8	0.201663670046018	8	
PvP01_03	84501	84700	2.05634973223427	3	2.57173374451127	7	-0.387722090912243	7	
PvP01_03	86401	86600	1.62323363889832	4	5.84503523021009	7	-0.149802348674505	7	
PvP01_03	87601	87800	1.21982218250905	6	2.61020440566251	7	0.125415159516246	7	
PvP01_03	87701	87900	1.18923351147311	6	2.17520793589153	7	0.184750098161298	7	
PvP01_03	87801	88000	0.959086717303246	6	1.26611202706405	7	-0.952000999021001	7	
PvP01_03	87901	88100	0.638637153708575	7	1.00051363139487	7	0.150792630118585	7	
PvP01_03	88001	88200	1.46851284736936	4	2.44542869892912	7	0.0258117253967892	7	
PvP01_03	88101	88300	1.51102412662944	5	5.23530890435938	7	-0.71685698020855	6	
PvP01_03	88201	88400	1.11815846544781	7	3.43178549750986	7	-1.39905211401425	5	
PvP01_03	99001	99200	0.848865942462232	8	1.54413477363267	8	0.282963119330464	8	
PvP01_03	99101	99300	0.628111962337831	8	1.4583578553702	8	0.253413140869454	8	
PvP01_03	100401	100600	1.38914790287227	6	6.9532017459925	8	0.297459136190775	8	
PvP01_03	100501	100700	1.42326743708704	5	5.76282882699167	8	0.270496181144965	8	
PvP01_03	100601	100800	1.27905586742627	6	3.94750875091462	8	0.246089301774776	8	
PvP01_03	101501	101700	1.45683972681019	7	5.46038131134081	8	0.265718637368849	8	
PvP01_03	101601	101800	1.90242021828108	5	7.31745769600555	8	0.229583609304568	8	
PvP01_03	104301	104500	1.69334299961833	5	2.23159785155111	7	0.171961114293776	8	
PvP01_03	110701	110900	0.724248777013129	8	0.266659120351018	8	0.206096017533408	8	
PvP01_03	111101	111300	1.48145597042217	6	1.29900113752352	8	0.166595016200693	8	
PvP01_03	111201	111400	1.18619016314099	7	1.28277458173009	8	0.198141415485704	8	
PvP01_03	111301	111500	0.652355725271855	8	0.732038733808016	8	0.288461762509926	8	
PvP01_03	120501	120700	1.01031822276052	7	1.16242751723736	8	0.201569286480298	8	
PvP01_03	120601	120800	1.47960685607182	5	3.19655415828409	8	0.218339701920817	8	
PvP01_03	121901	122100	1.40863940317654	5	2.67452306721049	7	0.376185772822999	8	
PvP01_03	122701	122900	0.440042497930511	7	0.325570122669745	7	0.159853200366605	8	
PvP01_03	122801	123000	0.720257956442328	7	0.361871427255895	7	0.286621874475196	8	
PvP01_03	122901	123100	1.12857765196336	7	0.258304858226044	7	0.244128344239838	8	
PvP01_03	123001	123200	1.04294274390685	7	0.451114088672405	7	0.0696618997225406	8	
PvP01_03	124801	125000	1.49894713537127	6	1.1934554559986	8	0.371366955783992	8	
PvP01_03	124901	125100	1.29179993543165	7	0.903822716960251	8	0.34954014076143	8	
PvP01_03	125501	125700	1.09102572664175	6	2.80470114521973	8	0.29795906295991	8	
PvP01_03	126701	126900	0.690953863158868	7	0.719774640261978	7	0.134940526526149	8	
PvP01_03	138901	139100	0.950820957486983	8	0.501665158318269	8	0.239760949716046	8	
PvP01_03	174301	174500	0.543492698116152	8	0.474842100063427	8	0.182417161454996	8	
PvP01_03	174401	174600	0.505540187497675	8	0.398016116979193	8	0.289497834330064	8	
PvP01_03	178801	179000	0.686178896384618	8	0.748493418716561	8	0.461286635034397	8	
PvP01_03	196901	197100	0.860452261981278	8	0.291407312297552	8	0.62425362250433	8	
PvP01_03	205501	205700	0.848056548946494	7	0.252522404665779	7	0.239339687742262	8	
PvP01_03	205601	205800	0.961141133285927	7	0.239639457789855	7	0.248886046092335	8	
PvP01_03	208801	209000	1.06471158817558	7	0.656291085569052	8	0.117038160975411	8	
PvP01_03	208901	209100	0.929131943899535	7	0.706148762170692	8	0.107481966353628	8	
PvP01_03	209001	209200	1.12361334072772	7	0.121863665968687	7	0.0128866946114922	8	
PvP01_03	216201	216400	0.852761961108365	7	0.362267148964123	7	0.177450912404607	8	
PvP01_03	232801	233000	1.10521018844891	8	0.30710611352395	8	0.409495076308465	8	
PvP01_03	241001	241200	0.8973855843274	7	0.331557174664681	7	0.464927646125413	8	
PvP01_03	242701	242900	1.1566925317552	7	0.299795288903688	7	0.323073526113638	8	
PvP01_03	242801	243000	1.1304426274496	7	0.336878842578992	7	0.310234245703894	8	
PvP01_03	243601	243800	0.647419774892975	8	0.428349220612936	8	0.175099192128834	8	
PvP01_03	243701	243900	0.579989920650567	8	0.537282570137013	8	0.162887418991837	8	
PvP01_03	246101	246300	1.20169393030228	7	0.393954727036247	7	0.140990713649479	8	
PvP01_03	246201	246400	0.905706857595586	7	0.301010796974386	7	0.315500604436533	8	
PvP01_03	263601	263800	0.857149922092194	6	0.349879239759576	7	0.361175521638459	8	
PvP01_03	263701	263900	1.0410124354817	7	0.49837614682207	7	0.380580339634604	8	
PvP01_03	263801	264000	0.738912631646083	7	0.417669124034415	7	0.259079057773603	8	
PvP01_03	263901	264100	0.840866375897182	7	0.210695205477668	7	0.147675587021888	8	
PvP01_03	273401	273600	0.679799567982131	8	0.370415645506806	8	0.238352393383373	8	
PvP01_03	274901	275100	1.32925704397169	7	0.671862075765561	8	0.314324909902337	8	
PvP01_03	276201	276400	0.868568427872397	8	0.327484013138082	8	0.284286742930591	8	
PvP01_03	287801	288000	0.930536155111372	7	0.645238289257099	8	0.285564089187185	8	
PvP01_03	334701	334900	1.03955452525123	7	0.344305167530483	7	0.286126191117907	8	
PvP01_03	334901	335100	0.58283702942434	8	0.62135606797689	8	0.230342100919345	8	
PvP01_03	351701	351900	0.825590983759875	7	0.275294446516259	7	0.497110344239552	8	
PvP01_03	382601	382800	0.608478824168721	7	0.180033221872064	7	0.594289947121675	8	
PvP01_03	382701	382900	0.608478824168721	7	0.180033221872064	7	0.594289947121675	8	
PvP01_03	424901	425100	0.865121526456008	8	0.4465989470534	8	0.379804739506731	8	
PvP01_03	478101	478300	0.737441502982177	8	0.381693901303289	8	0.349147269291212	8	
PvP01_03	500001	500200	1.04312510810928	7	0.366386669644668	7	0.432211089509765	8	
PvP01_03	505801	506000	0.819103898144332	8	0.304849704217083	8	0.163298617331426	8	
PvP01_03	505901	506100	0.9128639323064	8	0.367168544796793	8	0.149103595415363	8	
PvP01_03	506501	506700	0.604154170679689	7	0.487427037860459	7	0.396526368914024	8	
PvP01_03	535101	535300	0.764751037244884	8	0.475207424081819	8	0.393954787380136	8	
PvP01_03	569301	569500	1.11227386748192	7	0.627712578780832	7	0.242284025294182	8	
PvP01_03	574201	574400	1.20738812490141	7	0.313090663331571	7	0.338618989466958	8	
PvP01_03	575901	576100	0.698802572388572	7	0.340135327873294	7	0.206161768023622	8	
PvP01_03	579001	579200	0.985340573767082	8	0.455691932024658	8	0.209240214848829	8	
PvP01_03	594001	594200	0.449415013640344	7	0.433739212074639	7	0.294552963135916	8	
PvP01_03	638001	638200	0.974196768972131	7	0.4808979985312	7	0.399213306191369	8	
PvP01_03	638101	638300	0.770998998892254	7	0.260345949005719	7	0.378803679688123	8	
PvP01_03	652301	652500	1.11583117575571	8	0.473109611422389	8	0.231663334961452	8	
PvP01_03	654501	654700	0.916777563390629	7	0.359355840215112	7	0.40726073137537	8	
PvP01_03	693001	693200	0.831863033073772	7	0.422035533454638	7	0.277936508908604	8	
PvP01_03	715801	716000	1.10706042191161	8	0.42081958198656	8	0.253824461710727	8	
